"Time_s","OUT_V","OP_OUT_V","DACP_V","DACN_V","PIN_V","NIN_V"
"1.648E-06","-0.6165","-1.234","0.04419","0.2517","0.03967","0.03971"
"1.65E-06","-0.6248","-1.253","0.03997","0.2539","0.03444","0.03991"
"1.652E-06","-0.6359","-1.274","0.03984","0.2524","0.03418","0.03635"
"1.654E-06","-0.6402","-1.282","0.03987","0.2518","0.03426","0.03483"
"1.656E-06","-0.6414","-1.284","0.03808","0.2536","0.0343","0.03437"
"1.658E-06","-0.6492","-1.302","0.03415","0.2555","0.02944","0.03453"
"1.66E-06","-0.6594","-1.321","0.03403","0.2542","0.02921","0.03124"
"1.662E-06","-0.6634","-1.328","0.03405","0.2536","0.02928","0.02984"
"1.664E-06","-0.6645","-1.33","0.03275","0.2548","0.02932","0.0294"
"1.666E-06","-0.6717","-1.347","0.02873","0.2571","0.02479","0.02958"
"1.668E-06","-0.6813","-1.365","0.02861","0.2558","0.02457","0.02651"
"1.67E-06","-0.685","-1.371","0.02864","0.2553","0.02464","0.02519"
"1.672E-06","-0.686","-1.373","0.02751","0.2563","0.02468","0.02479"
"1.674E-06","-0.6927","-1.389","0.02374","0.2585","0.02051","0.02493"
"1.676E-06","-0.7014","-1.405","0.02363","0.2574","0.02031","0.02213"
"1.678E-06","-0.7048","-1.411","0.02366","0.2569","0.02037","0.02093"
"1.68E-06","-0.7057","-1.412","0.02226","0.2583","0.02041","0.02056"
"1.682E-06","-0.7118","-1.427","0.01922","0.2598","0.01663","0.02068"
"1.684E-06","-0.7197","-1.441","0.01913","0.2587","0.01646","0.01815"
"1.686E-06","-0.7227","-1.447","0.01915","0.2583","0.01651","0.01708"
"1.688E-06","-0.7236","-1.448","0.0179","0.2595","0.01654","0.01674"
"1.69E-06","-0.7291","-1.461","0.01514","0.2609","0.01314","0.01686"
"1.692E-06","-0.7362","-1.474","0.01506","0.26","0.01298","0.01458"
"1.694E-06","-0.7389","-1.479","0.01508","0.2596","0.01302","0.01362"
"1.696E-06","-0.7397","-1.48","0.01422","0.2603","0.01305","0.01331"
"1.698E-06","-0.7445","-1.492","0.01154","0.2619","0.01004","0.01344"
"1.7E-06","-0.7508","-1.503","0.01146","0.2611","0.009895","0.01142"
"1.702E-06","-0.7532","-1.508","0.01148","0.2607","0.009938","0.01056"
"1.704E-06","-0.7539","-1.509","0.01067","0.2615","0.009963","0.01029"
"1.706E-06","-0.7581","-1.519","0.008413","0.2627","0.007358","0.01038"
"1.708E-06","-0.7635","-1.529","0.008347","0.262","0.007236","0.008655"
"1.71E-06","-0.7655","-1.532","0.008362","0.2617","0.007272","0.007926"
"1.712E-06","-0.7661","-1.533","0.00755","0.2625","0.007294","0.007693"
"1.714E-06","-0.7697","-1.542","0.005758","0.2634","0.005079","0.007761"
"1.716E-06","-0.7743","-1.55","0.005703","0.2628","0.004975","0.006298"
"1.718E-06","-0.7761","-1.553","0.005715","0.2626","0.005006","0.005677"
"1.72E-06","-0.7766","-1.554","0.005234","0.263","0.005024","0.005475"
"1.722E-06","-0.7795","-1.561","0.003619","0.2639","0.003241","0.005527"
"1.724E-06","-0.7832","-1.568","0.003574","0.2634","0.003157","0.00435"
"1.726E-06","-0.7846","-1.57","0.003584","0.2632","0.003182","0.003841"
"1.728E-06","-0.785","-1.571","0.003206","0.2635","0.003196","0.003673"
"1.73E-06","-0.7873","-1.576","0.001969","0.2643","0.001823","0.003707"
"1.732E-06","-0.7901","-1.582","0.001935","0.2639","0.001758","0.002793"
"1.734E-06","-0.7912","-1.584","0.001942","0.2637","0.001777","0.002398"
"1.736E-06","-0.7916","-1.584","0.001593","0.2641","0.001788","0.002263"
"1.738E-06","-0.7931","-1.588","0.0008353","0.2644","0.0008471","0.00228"
"1.74E-06","-0.7951","-1.591","0.0008109","0.2642","0.0008015","0.001638"
"1.742E-06","-0.7959","-1.593","0.0008163","0.2641","0.0008146","0.001362"
"1.744E-06","-0.7961","-1.593","0.0006199","0.2642","0.000822","0.001263"
"1.746E-06","-0.797","-1.595","0.0001913","0.2644","0.0002906","0.001261"
"1.748E-06","-0.7982","-1.598","0.0001776","0.2643","0.0002648","0.0008914"
"1.75E-06","-0.7986","-1.598","0.0001807","0.2642","0.0002723","0.0007253"
"1.752E-06","-0.7988","-1.599","0.0001548","0.2642","0.0002764","0.0006636"
"1.754E-06","-0.799","-1.599","6.221E-05","0.2643","0.0001751","0.0006435"
"1.756E-06","-0.7993","-1.6","5.971E-05","0.2642","0.0001704","0.000559"
"1.758E-06","-0.7994","-1.6","6.036E-05","0.2642","0.0001719","0.0005163"
"1.76E-06","-0.7994","-1.6","0.000156","0.2641","0.0001725","0.0004944"
"1.762E-06","-0.799","-1.599","0.0004241","0.264","0.0004808","0.0004598"
"1.764E-06","-0.7984","-1.598","0.0004322","0.264","0.0004961","0.0006535"
"1.766E-06","-0.7982","-1.597","0.0004305","0.2641","0.0004919","0.00073"
"1.768E-06","-0.7981","-1.597","0.0007056","0.2638","0.000489","0.0007466"
"1.77E-06","-0.797","-1.595","0.001301","0.2635","0.001228","0.000702"
"1.772E-06","-0.7955","-1.592","0.00132","0.2637","0.001264","0.001187"
"1.774E-06","-0.7949","-1.591","0.001316","0.2637","0.001254","0.001391"
"1.776E-06","-0.7947","-1.59","0.001751","0.2633","0.001247","0.001448"
"1.778E-06","-0.7929","-1.586","0.002693","0.2628","0.002417","0.001393"
"1.78E-06","-0.7904","-1.582","0.002723","0.2631","0.002473","0.002174"
"1.782E-06","-0.7895","-1.58","0.002716","0.2633","0.002457","0.002505"
"1.784E-06","-0.7893","-1.579","0.003244","0.2627","0.002446","0.002606"
"1.786E-06","-0.7868","-1.574","0.004575","0.262","0.004026","0.002534"
"1.788E-06","-0.7834","-1.567","0.004616","0.2625","0.004103","0.003596"
"1.79E-06","-0.7822","-1.565","0.004607","0.2626","0.00408","0.004055"
"1.792E-06","-0.7818","-1.565","0.005235","0.2621","0.004066","0.004195"
"1.794E-06","-0.7786","-1.557","0.006974","0.2611","0.006079","0.004116"
"1.796E-06","-0.7744","-1.549","0.007025","0.2616","0.006174","0.005472"
"1.798E-06","-0.7727","-1.546","0.007013","0.2619","0.006145","0.006053"
"1.8E-06","-0.7723","-1.545","0.007896","0.261","0.006127","0.006231"
"1.802E-06","-0.7685","-1.537","0.009836","0.26","0.008527","0.006131"
"1.804E-06","-0.7634","-1.527","0.009899","0.2607","0.008644","0.007766"
"1.806E-06","-0.7614","-1.524","0.009885","0.2609","0.00861","0.008462"
"1.808E-06","-0.7609","-1.523","0.01093","0.2599","0.008588","0.008675"
"1.81E-06","-0.7564","-1.512","0.01319","0.2588","0.0114","0.008555"
"1.812E-06","-0.7505","-1.501","0.01326","0.2595","0.01153","0.01047"
"1.814E-06","-0.7482","-1.497","0.01325","0.2599","0.01149","0.01129"
"1.816E-06","-0.7475","-1.496","0.01411","0.2591","0.01147","0.01155"
"1.818E-06","-0.7424","-1.484","0.01701","0.2574","0.01467","0.01143"
"1.82E-06","-0.7356","-1.471","0.01709","0.2583","0.01482","0.0136"
"1.822E-06","-0.733","-1.467","0.01708","0.2586","0.01478","0.01453"
"1.824E-06","-0.7323","-1.465","0.01812","0.2577","0.01475","0.01481"
"1.826E-06","-0.7266","-1.452","0.02132","0.2558","0.01836","0.01467"
"1.828E-06","-0.7189","-1.438","0.02142","0.2568","0.01853","0.01713"
"1.83E-06","-0.716","-1.432","0.02139","0.2573","0.01848","0.01818"
"1.832E-06","-0.7151","-1.431","0.02285","0.2558","0.01845","0.0185"
"1.834E-06","-0.7088","-1.416","0.02605","0.2542","0.02241","0.01835"
"1.836E-06","-0.7004","-1.401","0.02615","0.2553","0.0226","0.02104"
"1.838E-06","-0.6972","-1.395","0.02613","0.2558","0.02254","0.02219"
"1.84E-06","-0.6963","-1.393","0.02773","0.2541","0.02251","0.02255"
"1.842E-06","-0.6893","-1.377","0.03125","0.2524","0.02686","0.0224"
"1.844E-06","-0.6801","-1.36","0.03136","0.2536","0.02707","0.02534"
"1.846E-06","-0.6766","-1.354","0.03133","0.2541","0.02701","0.0266"
"1.848E-06","-0.6756","-1.352","0.03305","0.2524","0.02697","0.02699"
"1.85E-06","-0.6681","-1.334","0.03686","0.2505","0.03167","0.02682"
"1.852E-06","-0.6582","-1.316","0.03698","0.2518","0.03189","0.03"
"1.854E-06","-0.6543","-1.309","0.03695","0.2523","0.03182","0.03137"
"1.856E-06","-0.6533","-1.307","0.03866","0.2507","0.03178","0.03179"
"1.858E-06","-0.6452","-1.288","0.04291","0.2484","0.03685","0.0316"
"1.86E-06","-0.6344","-1.268","0.04304","0.2498","0.03709","0.03505"
"1.862E-06","-0.6303","-1.261","0.04301","0.2504","0.03702","0.03652"
"1.864E-06","-0.6291","-1.259","0.04499","0.2484","0.03697","0.03697"
"1.866E-06","-0.6206","-1.239","0.04933","0.2462","0.04235","0.03676"
"1.868E-06","-0.6092","-1.218","0.04947","0.2477","0.04261","0.04042"
"1.87E-06","-0.6048","-1.21","0.04944","0.2484","0.04253","0.04198"
"1.872E-06","-0.6036","-1.208","0.05154","0.2462","0.04248","0.04246"
"1.874E-06","-0.5945","-1.186","0.05614","0.2439","0.04819","0.04224"
"1.876E-06","-0.5824","-1.164","0.05629","0.2455","0.04846","0.04613"
"1.878E-06","-0.5778","-1.156","0.05626","0.2462","0.04838","0.04778"
"1.88E-06","-0.5764","-1.154","0.05825","0.2443","0.04833","0.04829"
"1.882E-06","-0.5669","-1.131","0.06333","0.2415","0.05434","0.04806"
"1.884E-06","-0.5541","-1.107","0.06348","0.2432","0.05463","0.05216"
"1.886E-06","-0.5492","-1.099","0.06345","0.2439","0.05454","0.0539"
"1.888E-06","-0.5478","-1.096","0.06569","0.2417","0.05449","0.05444"
"1.89E-06","-0.5379","-1.073","0.07085","0.239","0.06078","0.05418"
"1.892E-06","-0.5245","-1.048","0.07102","0.2408","0.06109","0.05847"
"1.894E-06","-0.5193","-1.039","0.07098","0.2415","0.061","0.06031"
"1.896E-06","-0.5179","-1.036","0.0734","0.2391","0.06094","0.06087"
"1.898E-06","-0.5074","-1.012","0.07872","0.2365","0.06753","0.06062"
"1.9E-06","-0.4934","-0.9857","0.07889","0.2383","0.06785","0.0651"
"1.902E-06","-0.4881","-0.9762","0.07885","0.2391","0.06775","0.06701"
"1.904E-06","-0.4866","-0.9736","0.08137","0.2365","0.06769","0.0676"
"1.906E-06","-0.4756","-0.9478","0.08689","0.2338","0.07453","0.06736"
"1.908E-06","-0.4612","-0.9211","0.08706","0.2357","0.07485","0.07199"
"1.91E-06","-0.4556","-0.9112","0.08702","0.2365","0.07476","0.07398"
"1.912E-06","-0.4541","-0.9086","0.08912","0.2346","0.07469","0.07459"
"1.914E-06","-0.4429","-0.8822","0.09534","0.231","0.08176","0.07429"
"1.916E-06","-0.4278","-0.8542","0.09553","0.2329","0.08211","0.07911"
"1.918E-06","-0.422","-0.8439","0.09549","0.2338","0.08201","0.08119"
"1.92E-06","-0.4204","-0.8412","0.09817","0.2311","0.08195","0.08182"
"1.922E-06","-0.4087","-0.8138","0.1041","0.2282","0.08923","0.08155"
"1.924E-06","-0.3934","-0.7852","0.1042","0.2302","0.08958","0.08649"
"1.926E-06","-0.3874","-0.7747","0.1042","0.231","0.08948","0.0886"
"1.928E-06","-0.3857","-0.7719","0.1066","0.2287","0.08941","0.08927"
"1.93E-06","-0.3737","-0.7435","0.113","0.2252","0.09692","0.089"
"1.932E-06","-0.3578","-0.7141","0.1132","0.2273","0.09728","0.09408"
"1.934E-06","-0.3517","-0.7033","0.1132","0.2282","0.09717","0.09627"
"1.936E-06","-0.35","-0.7004","0.116","0.2254","0.0971","0.09694"
"1.938E-06","-0.3377","-0.6713","0.1222","0.2223","0.1048","0.09666"
"1.94E-06","-0.3214","-0.6411","0.1224","0.2244","0.1052","0.1019"
"1.942E-06","-0.3152","-0.6301","0.1224","0.2253","0.1051","0.1041"
"1.944E-06","-0.3134","-0.6271","0.1253","0.2224","0.105","0.1048"
"1.946E-06","-0.3009","-0.5977","0.1316","0.2192","0.1128","0.1045"
"1.948E-06","-0.2844","-0.5669","0.1318","0.2214","0.1132","0.1098"
"1.95E-06","-0.2779","-0.5556","0.1317","0.2223","0.1131","0.1121"
"1.952E-06","-0.2761","-0.5525","0.1341","0.2202","0.113","0.1128"
"1.954E-06","-0.2634","-0.5225","0.1411","0.2162","0.121","0.1125"
"1.956E-06","-0.2464","-0.4909","0.1414","0.2184","0.1214","0.1179"
"1.958E-06","-0.2399","-0.4795","0.1413","0.2193","0.1213","0.1203"
"1.96E-06","-0.2381","-0.4763","0.1443","0.2163","0.1212","0.121"
"1.962E-06","-0.2251","-0.4459","0.1509","0.213","0.1293","0.1207"
"1.964E-06","-0.2079","-0.4138","0.1511","0.2153","0.1297","0.1262"
"1.966E-06","-0.2013","-0.4021","0.151","0.2163","0.1296","0.1286"
"1.968E-06","-0.1994","-0.399","0.1535","0.2139","0.1295","0.1293"
"1.97E-06","-0.1862","-0.3679","0.1607","0.2099","0.1378","0.129"
"1.972E-06","-0.1688","-0.3356","0.1609","0.2122","0.1382","0.1346"
"1.974E-06","-0.1621","-0.3237","0.1609","0.2131","0.1381","0.137"
"1.976E-06","-0.1602","-0.3205","0.1635","0.2107","0.138","0.1377"
"1.978E-06","-0.1469","-0.2893","0.1706","0.2067","0.1463","0.1374"
"1.98E-06","-0.1294","-0.2566","0.1709","0.209","0.1467","0.143"
"1.982E-06","-0.1226","-0.2446","0.1708","0.21","0.1466","0.1455"
"1.984E-06","-0.1207","-0.2413","0.1739","0.2069","0.1465","0.1462"
"1.986E-06","-0.1072","-0.2098","0.1807","0.2036","0.1549","0.1459"
"1.988E-06","-0.08957","-0.1769","0.1809","0.2059","0.1553","0.1516"
"1.99E-06","-0.08275","-0.1649","0.1808","0.2069","0.1552","0.154"
"1.992E-06","-0.08084","-0.1617","0.1835","0.2044","0.1551","0.1548"
"1.994E-06","-0.06737","-0.13","0.1907","0.2003","0.1635","0.1545"
"1.996E-06","-0.04949","-0.09671","0.191","0.2027","0.1639","0.1602"
"1.998E-06","-0.04265","-0.08464","0.1909","0.2037","0.1638","0.1626"
"2E-06","-0.04072","-0.08137","0.194","0.2006","0.1637","0.1634"
"2.002E-06","-0.02715","-0.04947","0.2008","0.1972","0.1722","0.1631"
"2.004E-06","-0.009319","-0.01631","0.2011","0.1995","0.1726","0.1688"
"2.006E-06","-0.002449","-0.004184","0.201","0.2005","0.1725","0.1713"
"2.008E-06","-0.0005077","-0.0008969","0.2041","0.1974","0.1724","0.172"
"2.01E-06","0.01306","0.03098","0.2109","0.194","0.1808","0.1717"
"2.012E-06","0.03077","0.06392","0.2111","0.1963","0.1812","0.1774"
"2.014E-06","0.03768","0.07612","0.2111","0.1973","0.1811","0.1799"
"2.016E-06","0.0396","0.07938","0.2137","0.1949","0.181","0.1807"
"2.018E-06","0.053","0.1109","0.221","0.1908","0.1895","0.1803"
"2.02E-06","0.07086","0.1442","0.2212","0.1931","0.1899","0.186"
"2.022E-06","0.07777","0.1564","0.2212","0.1941","0.1898","0.1885"
"2.024E-06","0.07972","0.1597","0.2243","0.1911","0.1897","0.1893"
"2.026E-06","0.093","0.1909","0.231","0.1877","0.198","0.1889"
"2.028E-06","0.1108","0.2241","0.2312","0.19","0.1984","0.1946"
"2.03E-06","0.1176","0.2361","0.2312","0.191","0.1983","0.1971"
"2.032E-06","0.1195","0.2394","0.2338","0.1885","0.1983","0.1978"
"2.034E-06","0.1328","0.2706","0.2409","0.1846","0.2066","0.1975"
"2.036E-06","0.1504","0.3033","0.2412","0.1869","0.207","0.2032"
"2.038E-06","0.1572","0.3152","0.2411","0.1879","0.2068","0.2056"
"2.04E-06","0.1591","0.3185","0.2437","0.1854","0.2068","0.2063"
"2.042E-06","0.1722","0.3494","0.2508","0.1815","0.215","0.206"
"2.044E-06","0.1897","0.382","0.251","0.1838","0.2154","0.2116"
"2.046E-06","0.1964","0.3938","0.251","0.1848","0.2153","0.214"
"2.048E-06","0.1983","0.397","0.254","0.1818","0.2152","0.2147"
"2.05E-06","0.2112","0.4273","0.2605","0.1785","0.2233","0.2144"
"2.052E-06","0.2284","0.4594","0.2607","0.1807","0.2237","0.2199"
"2.054E-06","0.2351","0.4712","0.2607","0.1817","0.2236","0.2223"
"2.056E-06","0.237","0.4743","0.2635","0.179","0.2235","0.223"
"2.058E-06","0.2498","0.5045","0.2701","0.1755","0.2315","0.2228"
"2.06E-06","0.2667","0.5359","0.2703","0.1777","0.2319","0.2282"
"2.062E-06","0.2732","0.5474","0.2702","0.1787","0.2318","0.2305"
"2.064E-06","0.275","0.5505","0.2727","0.1764","0.2317","0.2312"
"2.066E-06","0.2876","0.5801","0.2795","0.1727","0.2396","0.231"
"2.068E-06","0.3041","0.6108","0.2797","0.1748","0.24","0.2363"
"2.07E-06","0.3105","0.6221","0.2796","0.1758","0.2398","0.2385"
"2.072E-06","0.3123","0.6251","0.2824","0.1729","0.2398","0.2392"
"2.074E-06","0.3245","0.6539","0.2887","0.1698","0.2475","0.2389"
"2.076E-06","0.3409","0.6844","0.2889","0.1719","0.2478","0.2442"
"2.078E-06","0.3471","0.6954","0.2888","0.1729","0.2477","0.2464"
"2.08E-06","0.3489","0.6984","0.2911","0.1708","0.2477","0.2471"
"2.082E-06","0.361","0.7268","0.2976","0.1671","0.2552","0.2468"
"2.084E-06","0.3768","0.7562","0.2978","0.1691","0.2555","0.2519"
"2.086E-06","0.3829","0.7669","0.2978","0.17","0.2554","0.2541"
"2.088E-06","0.3846","0.7699","0.3005","0.1674","0.2553","0.2548"
"2.09E-06","0.3963","0.7973","0.3063","0.1644","0.2626","0.2545"
"2.092E-06","0.4117","0.826","0.3065","0.1664","0.263","0.2595"
"2.094E-06","0.4176","0.8364","0.3065","0.1673","0.2629","0.2616"
"2.096E-06","0.4193","0.8392","0.3091","0.1647","0.2628","0.2622"
"2.098E-06","0.4306","0.8657","0.3148","0.1618","0.2699","0.2619"
"2.1E-06","0.4456","0.8937","0.315","0.1638","0.2702","0.2668"
"2.102E-06","0.4513","0.9038","0.315","0.1646","0.2701","0.2688"
"2.104E-06","0.453","0.9066","0.3174","0.1622","0.2701","0.2695"
"2.106E-06","0.4638","0.9321","0.323","0.1594","0.2769","0.2692"
"2.108E-06","0.4784","0.9592","0.3232","0.1613","0.2772","0.2739"
"2.11E-06","0.4839","0.969","0.3231","0.1621","0.2771","0.2758"
"2.112E-06","0.4855","0.9716","0.3255","0.1597","0.2771","0.2764"
"2.114E-06","0.4959","0.9963","0.3309","0.157","0.2836","0.2762"
"2.116E-06","0.5099","1.022","0.331","0.1588","0.284","0.2807"
"2.118E-06","0.5153","1.032","0.331","0.1596","0.2839","0.2826"
"2.12E-06","0.5168","1.034","0.3331","0.1576","0.2838","0.2832"
"2.122E-06","0.5269","1.058","0.3384","0.1548","0.2901","0.2829"
"2.124E-06","0.5402","1.083","0.3386","0.1565","0.2904","0.2872"
"2.126E-06","0.5453","1.092","0.3385","0.1573","0.2903","0.289"
"2.128E-06","0.5468","1.094","0.3403","0.1556","0.2903","0.2896"
"2.13E-06","0.5563","1.117","0.3456","0.1526","0.2963","0.2894"
"2.132E-06","0.5691","1.141","0.3457","0.1543","0.2966","0.2935"
"2.134E-06","0.574","1.149","0.3457","0.155","0.2965","0.2952"
"2.136E-06","0.5754","1.152","0.3478","0.1529","0.2964","0.2958"
"2.138E-06","0.5845","1.173","0.3524","0.1506","0.3021","0.2956"
"2.14E-06","0.5965","1.195","0.3526","0.1522","0.3024","0.2994"
"2.142E-06","0.6012","1.204","0.3525","0.1529","0.3023","0.3011"
"2.144E-06","0.6025","1.206","0.3543","0.1512","0.3023","0.3016"
"2.146E-06","0.6112","1.226","0.3588","0.1487","0.3076","0.3014"
"2.148E-06","0.6225","1.247","0.359","0.1502","0.3079","0.305"
"2.15E-06","0.6268","1.255","0.3589","0.1509","0.3078","0.3066"
"2.152E-06","0.6281","1.257","0.3608","0.149","0.3078","0.3071"
"2.154E-06","0.6362","1.276","0.3649","0.147","0.3128","0.3069"
"2.156E-06","0.6469","1.296","0.365","0.1484","0.3131","0.3103"
"2.158E-06","0.651","1.303","0.365","0.149","0.313","0.3118"
"2.16E-06","0.6522","1.305","0.3667","0.1472","0.313","0.3123"
"2.162E-06","0.6598","1.323","0.3705","0.1454","0.3177","0.3121"
"2.164E-06","0.6696","1.341","0.3706","0.1466","0.3179","0.3153"
"2.166E-06","0.6734","1.348","0.3706","0.1472","0.3178","0.3166"
"2.168E-06","0.6745","1.35","0.3719","0.1461","0.3178","0.3171"
"2.17E-06","0.6815","1.366","0.3757","0.1439","0.3221","0.3169"
"2.172E-06","0.6907","1.383","0.3758","0.1451","0.3223","0.3199"
"2.174E-06","0.6942","1.39","0.3758","0.1456","0.3223","0.3211"
"2.176E-06","0.6952","1.391","0.3773","0.1441","0.3222","0.3215"
"2.178E-06","0.7015","1.406","0.3805","0.1425","0.3262","0.3214"
"2.18E-06","0.71","1.422","0.3806","0.1436","0.3264","0.3241"
"2.182E-06","0.7132","1.428","0.3805","0.1441","0.3263","0.3252"
"2.184E-06","0.7141","1.429","0.3817","0.143","0.3263","0.3256"
"2.186E-06","0.7199","1.443","0.3848","0.1413","0.3299","0.3254"
"2.188E-06","0.7275","1.457","0.3849","0.1423","0.3301","0.3279"
"2.19E-06","0.7304","1.462","0.3849","0.1428","0.33","0.3289"
"2.192E-06","0.7312","1.463","0.3858","0.1419","0.33","0.3293"
"2.194E-06","0.7363","1.475","0.3886","0.1403","0.3332","0.3291"
"2.196E-06","0.7432","1.488","0.3887","0.1412","0.3333","0.3313"
"2.198E-06","0.7458","1.493","0.3887","0.1416","0.3333","0.3322"
"2.2E-06","0.7465","1.494","0.3897","0.1405","0.3333","0.3325"
"2.202E-06","0.751","1.505","0.392","0.1394","0.3361","0.3324"
"2.204E-06","0.7569","1.516","0.3921","0.1402","0.3362","0.3343"
"2.206E-06","0.7592","1.52","0.392","0.1405","0.3362","0.3351"
"2.208E-06","0.7598","1.521","0.3927","0.14","0.3362","0.3354"
"2.21E-06","0.7637","1.53","0.3949","0.1387","0.3386","0.3353"
"2.212E-06","0.7688","1.539","0.3949","0.1393","0.3387","0.3369"
"2.214E-06","0.7707","1.543","0.3949","0.1396","0.3386","0.3376"
"2.216E-06","0.7713","1.544","0.3957","0.1389","0.3386","0.3378"
"2.218E-06","0.7745","1.551","0.3973","0.1381","0.3406","0.3378"
"2.22E-06","0.7787","1.559","0.3973","0.1386","0.3407","0.3391"
"2.222E-06","0.7804","1.562","0.3973","0.1389","0.3407","0.3397"
"2.224E-06","0.7808","1.563","0.3979","0.1383","0.3407","0.3399"
"2.226E-06","0.7834","1.569","0.3992","0.1377","0.3423","0.3399"
"2.228E-06","0.7867","1.575","0.3992","0.1381","0.3423","0.3409"
"2.23E-06","0.788","1.577","0.3992","0.1383","0.3423","0.3414"
"2.232E-06","0.7884","1.578","0.3995","0.138","0.3423","0.3415"
"2.234E-06","0.7902","1.582","0.4006","0.1374","0.3435","0.3415"
"2.236E-06","0.7927","1.587","0.4006","0.1377","0.3435","0.3423"
"2.238E-06","0.7937","1.588","0.4006","0.1379","0.3435","0.3426"
"2.24E-06","0.7939","1.589","0.4009","0.1376","0.3435","0.3427"
"2.242E-06","0.7951","1.592","0.4015","0.1373","0.3442","0.3427"
"2.244E-06","0.7967","1.595","0.4015","0.1375","0.3443","0.3432"
"2.246E-06","0.7973","1.596","0.4015","0.1376","0.3442","0.3434"
"2.248E-06","0.7974","1.596","0.4016","0.1376","0.3442","0.3435"
"2.25E-06","0.798","1.597","0.4018","0.1374","0.3445","0.3435"
"2.252E-06","0.7986","1.598","0.4018","0.1375","0.3446","0.3437"
"2.254E-06","0.7988","1.599","0.4018","0.1375","0.3446","0.3438"
"2.256E-06","0.7989","1.599","0.4018","0.1376","0.3446","0.3438"
"2.258E-06","0.7988","1.598","0.4017","0.1376","0.3445","0.3438"
"2.26E-06","0.7985","1.598","0.4017","0.1376","0.3444","0.3437"
"2.262E-06","0.7985","1.598","0.4017","0.1376","0.3444","0.3437"
"2.264E-06","0.7984","1.598","0.4015","0.1378","0.3445","0.3437"
"2.266E-06","0.7976","1.596","0.4011","0.138","0.3439","0.3437"
"2.268E-06","0.7965","1.594","0.4011","0.1379","0.3439","0.3434"
"2.27E-06","0.796","1.593","0.4011","0.1378","0.3439","0.3432"
"2.272E-06","0.7959","1.593","0.4008","0.1381","0.3439","0.3431"
"2.274E-06","0.7944","1.589","0.4","0.1385","0.343","0.3432"
"2.276E-06","0.7924","1.586","0.3999","0.1383","0.3429","0.3425"
"2.278E-06","0.7916","1.584","0.3999","0.1382","0.3429","0.3423"
"2.28E-06","0.7914","1.584","0.3994","0.1387","0.3429","0.3422"
"2.282E-06","0.7892","1.579","0.3983","0.1393","0.3416","0.3422"
"2.284E-06","0.7863","1.573","0.3983","0.1389","0.3415","0.3413"
"2.286E-06","0.7852","1.571","0.3983","0.1387","0.3415","0.3409"
"2.288E-06","0.7849","1.571","0.3976","0.1394","0.3415","0.3408"
"2.29E-06","0.782","1.564","0.3962","0.1401","0.3397","0.3409"
"2.292E-06","0.7782","1.557","0.3962","0.1396","0.3397","0.3396"
"2.294E-06","0.7768","1.554","0.3962","0.1394","0.3397","0.3391"
"2.296E-06","0.7764","1.554","0.3954","0.1402","0.3397","0.339"
"2.298E-06","0.7728","1.545","0.3936","0.1411","0.3375","0.339"
"2.3E-06","0.7682","1.537","0.3935","0.1405","0.3374","0.3375"
"2.302E-06","0.7664","1.534","0.3935","0.1402","0.3374","0.3369"
"2.304E-06","0.7658","1.533","0.3925","0.1412","0.3374","0.3367"
"2.306E-06","0.7617","1.523","0.3905","0.1423","0.3348","0.3368"
"2.308E-06","0.7562","1.513","0.3904","0.1416","0.3347","0.335"
"2.31E-06","0.754","1.509","0.3904","0.1412","0.3347","0.3343"
"2.312E-06","0.7534","1.508","0.3895","0.142","0.3348","0.334"
"2.314E-06","0.7487","1.497","0.3869","0.1436","0.3317","0.3342"
"2.316E-06","0.7423","1.485","0.3868","0.1428","0.3316","0.3321"
"2.318E-06","0.7398","1.48","0.3868","0.1424","0.3316","0.3312"
"2.32E-06","0.7391","1.479","0.3857","0.1434","0.3317","0.3309"
"2.322E-06","0.7337","1.466","0.3828","0.145","0.3283","0.3311"
"2.324E-06","0.7265","1.453","0.3827","0.1441","0.3281","0.3288"
"2.326E-06","0.7237","1.448","0.3827","0.1437","0.3281","0.3278"
"2.328E-06","0.7229","1.447","0.3813","0.1451","0.3282","0.3275"
"2.33E-06","0.7168","1.432","0.3783","0.1466","0.3244","0.3276"
"2.332E-06","0.7089","1.418","0.3782","0.1456","0.3242","0.325"
"2.334E-06","0.7058","1.412","0.3782","0.1451","0.3243","0.324"
"2.336E-06","0.7049","1.411","0.3769","0.1464","0.3243","0.3236"
"2.338E-06","0.6983","1.395","0.3733","0.1484","0.3201","0.3238"
"2.34E-06","0.6895","1.379","0.3732","0.1472","0.3199","0.321"
"2.342E-06","0.6861","1.373","0.3732","0.1467","0.32","0.3197"
"2.344E-06","0.6851","1.371","0.3715","0.1484","0.32","0.3194"
"2.346E-06","0.678","1.354","0.3679","0.1502","0.3155","0.3195"
"2.348E-06","0.6683","1.336","0.3678","0.149","0.3153","0.3164"
"2.35E-06","0.6646","1.33","0.3678","0.1484","0.3153","0.3151"
"2.352E-06","0.6636","1.328","0.366","0.1503","0.3154","0.3147"
"2.354E-06","0.6558","1.31","0.3621","0.1522","0.3105","0.3149"
"2.356E-06","0.6456","1.291","0.362","0.1509","0.3103","0.3116"
"2.358E-06","0.6416","1.284","0.362","0.1503","0.3104","0.3102"
"2.36E-06","0.6404","1.282","0.3606","0.1515","0.3104","0.3098"
